NDVI,EVI,NDMI,land_area_acres,latitude,longitude,duplicate_polygon,water_fraction,urban_fraction,historical_loss_rate,impossible_growth,is_fraud
0.33066581515240123,0.125235698338597,0.43038445507944995,4.2979652434029125,-21.394225644477984,30.3074538301083,0,0.0,0.0,0.0,0,0
0.198086314955911,0.22776810734745334,-0.05926726336387084,178.30382569899626,-1.7105418468750457,135.79391605205012,0,0.0,0.0,0.0,0,1
0.5669829683602267,0.1804218487375696,0.5728184235516396,338.05375003676386,-10.125200453515312,-20.657216735232524,0,0.0,0.0,0.0,0,0
0.6425323891505257,0.7205965810399133,0.22736396538767822,343.6154924941943,-9.663789491559026,138.48979210763025,0,0.0,0.0,0.0,0,0
0.49331929413217557,0.3070461846789106,0.4972046403712112,359.9083250273185,-0.2809743355000265,60.59483882145821,0,0.0,0.0,0.0,0,0
0.7114201741856954,0.5726826407947236,0.674469826691825,429.3773020096505,-1.802062474863348,81.23444821560781,0,0.0,0.0,0.0,0,0
0.7708260007425235,0.7649388948389552,0.34830620664803297,344.3974490361817,-19.363748445872645,84.48828341119301,0,0.6795674665288772,0.0,0.0,0,1
0.12541228348233743,0.530406276626249,0.36689049931589696,390.14802400263756,20.818323027950967,-46.97135221735857,0,0.0,0.0,0.0,0,1
0.5399997977029517,0.33907517464949016,0.4891127311046411,227.41514918158046,-2.711979223662631,-102.42731988222012,0,0.519440816213402,0.0,0.0,0,1
0.16762702361162635,0.5923695536418405,0.40153759889421897,479.87131615382197,21.909675149846493,-119.19546502024001,0,0.04007861517139935,0.0,0.0,0,1
0.7860277699680841,0.21366620555399435,0.552316610969185,455.07434531725283,0.46606003937034757,67.9941219338404,0,0.5357342157762112,0.0,0.0,0,1
0.8840749245367869,0.18349769445194647,0.057041411193645475,99.29232919753436,18.917246798376638,-93.17800332007914,0,0.0,0.0,0.0,0,0
0.19810061584615024,0.7208019424689698,0.5409995549540856,277.4203665761592,-6.827469248466858,110.56986656233391,0,0.0,0.0,0.0,0,0
0.6769441649668685,0.09050187613789333,0.1483481152237539,431.22176623337054,34.85319900649078,-80.30969577066227,0,0.0,0.0,0.0,0,0
0.3987600005924252,0.2012350098224016,0.1376754578984109,483.92680737888026,-10.74699350932013,-64.8291671907715,0,0.0,0.0,0.0,0,0
0.25309274837550627,0.29420774899505014,0.6721435870141206,200.74394170762005,-20.20974297603692,51.669906530854036,0,0.7558842832363957,0.3302851843181799,0.0,0,1
0.3490136144086648,0.4749054839616648,0.26650462516356405,418.9033472227663,25.289349015461,-5.747344802479532,0,0.0,0.0,0.0,0,1
0.8684654622498693,0.3070908062493584,0.570792854096767,312.6962862449456,12.86260681011327,28.65108429433809,0,0.0,0.0,0.4982342863377266,0,1
0.3006361236484194,0.5832071610285448,0.6709144016210107,85.01545876108986,10.060339271643372,103.06113848206493,0,0.0,0.0,0.36508393481322243,0,1
0.3710511575137285,0.07452857991073732,-0.143136201508975,4.792355306093044,-17.158791931370615,116.1022258919289,0,0.0,0.11223475413084821,0.0,0,0
